promptID,pairID,source,target,MTQE_annotator0,MTQE_annotator1,MTQE_annotator2,MTQE_annotator3,MTQE_annotator4,MTQE_annotator5,MTQE_annotator6,MTQE_scores,MTQE_z_scores,MTQE_mean,MTQE_z_mean
50067,150197,no no not these these are these are all purebred,"Ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne, ne",0,0,0,,,,,"[0.0, 0.0, 0.0]","[-2.1571313313292686, -1.7388523388163468, -1.4722928274944005]",0.0,-1.7894254992133387
82996,248982,really it must be the um at,"Uistinu, to mora biti čovjek u",47,5,0,50.0,15.0,,,"[5.0, 0.0, 15.0]","[-1.5995937524377501, -1.4722928274944005, -1.0015698223759184]",6.666666666666668,-1.3578188007693563
110984,332940,uh-huh i think we do to,Hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahah,0,0,0,,,,,"[0.0, 0.0, 0.0]","[-2.1571313313292686, -1.7388523388163468, -1.4722928274944005]",0.0,-1.7894254992133387
46651,139949,Every secret of theirs has been known to him .,Njemu je poznata svaka tajna njihova.,93,95,90,,,,,"[93.0, 95.0, 90.0]","[0.8522323908797828, 0.9070608023769893, 1.0880185392501227]",92.66666666666669,0.9491039108356316
66193,198574,yeah yeah transfer yeah to go from from eighths to sixteenths to uh thirty seconds and remember where it falls it,"Da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da, da",0,0,0,,,,,"[0.0, 0.0, 0.0]","[-2.1571313313292686, -1.7388523388163468, -1.4722928274944005]",0.0,-1.7894254992133387
112913,338727,they have the defense to do it,Oni imaju obranu da to učine,85,72,90,,,,,"[85.0, 72.0, 90.0]","[0.593362393270402, 0.26647130503544475, 1.0880185392501227]",82.33333333333333,0.6492840791853232
6911,20729,I 'm looking forward to the move in May .,Radujem se pokretu u svibnju.,85,10,40,50.0,17.0,27.0,,"[40.0, 50.0, 27.0]","[-0.3343766644968347, -0.6466193400744609, -0.16045080628286298]",39.0,-0.3804822702847195
39617,118847,Do you need a deep cleanser on your face ?,Trebate li duboko čišćenje lica?,87,9,100,50.0,63.0,29.0,90.0,"[87.0, 100.0, 90.0]","[0.6580798926727471, 1.372497579999514, 1.2266776787502482]",92.33333333333331,1.0857517171408366
57475,172421,The average is weighted .,Prosjek je ponderiran.,94,7,100,90.0,,,,"[94.0, 100.0, 90.0]","[0.8845911405809553, 1.372497579999514, 0.987598560193704]",94.66666666666669,1.0815624269247246
34923,104765,Maybe you wish it was still here .,Možda biste željeli da je još uvijek ovdje.,83,85,100,,,,,"[83.0, 85.0, 100.0]","[0.5286448938680568, 0.6285436296197959, 1.372497579999514]",89.33333333333331,0.8432287011624556
37291,111869,The surrounding landscape is filthy .,Okolni krajolik je prljav.,95,87,95,,,,,"[95.0, 87.0, 95.0]","[0.9169498902821279, 0.6842470641712346, 1.2302580596248185]",92.33333333333331,0.9438183380260604
110106,330306,I like the Mets .,Meni se sviđaju Mets.,86,79,100,,,,,"[86.0, 79.0, 100.0]","[0.6257211429715746, 0.46143332596548003, 1.372497579999514]",88.33333333333331,0.8198840163121895
49859,149573,I have no clue how to go on .,Nemam pojma kako nastaviti dalje.,100,90,100,,,,,"[100.0, 90.0, 100.0]","[1.078743638787991, 0.7678022159983926, 1.372497579999514]",96.66666666666669,1.073014478261966
22777,68327,The era of slavery has become less prominent .,Vrijeme ropstva postalo je manje prominentno.,90,81,100,,,,,"[90.0, 81.0, 100.0]","[0.7551561417762649, 0.5171367605169187, 1.372497579999514]",90.33333333333331,0.8815968274308993
107444,322322,Let 's go right now .,Hajdemo odmah.,93,94,100,,,,,"[93.0, 94.0, 100.0]","[0.8522323908797828, 0.8792090851012699, 1.372497579999514]",95.66666666666669,1.0346463519935218
31494,94478,"After weeks of traveling , they 'd arrived at Tubacca !","Nakon nekoliko tjedana putovanja, stigli su u Tubaccu!",95,96,100,,,,,"[95.0, 96.0, 100.0]","[0.9169498902821279, 0.9349125196527086, 1.372497579999514]",97.0,1.0747866633114498
71399,214192,Most online shoppers are weather lovers .,Većina online kupaca su ljubitelji vremena.,95,95,95,,,,,"[95.0, 95.0, 95.0]","[0.9169498902821279, 0.9070608023769893, 1.2302580596248185]",95.0,1.0180895840946451
36961,110879,There were a large number of people working on the drills .,Bilo je mnogo ljudi koji su radili na vježbama.,40,90,40,95.0,67.0,,,"[40.0, 40.0, 67.0]","[-0.8627813432823648, -0.3343766644968347, 0.699659916579762]",49.0,-0.16583269706647916
93638,280906,I vocally expressed my surprise at 80 decibels .,Ja sam glasno izrazio svoje iznenađenje na 80 decibela.,80,85,50,90.0,,,,"[80.0, 85.0, 90.0]","[0.431568644764539, 0.6285436296197959, 0.987598560193704]",85.0,0.6825702781926797
55045,165131,She did not lose the baby .,Ona nije izgubila dijete.,100,95,100,,,,,"[100.0, 95.0, 100.0]","[1.078743638787991, 0.9070608023769893, 1.372497579999514]",98.33333333333331,1.1194340070548314
94471,283405,The paint gives off fumes .,Boja ispušta dimove.,85,92,30,90.0,,,,"[85.0, 92.0, 90.0]","[0.593362393270402, 0.8235056505498313, 0.987598560193704]",89.0,0.8014888680046458
47097,141287,Scotland is often associated with tartan fabric .,Škotska je često povezana s tartan tkaninom.,90,82,100,,,,,"[90.0, 82.0, 100.0]","[0.7551561417762649, 0.544988477792638, 1.372497579999514]",90.66666666666669,0.8908807331894723
72934,218797,Stewardship information can be excluded from the presentation .,Informacije o upravljanju mogu biti isključene iz prezentacije.,93,89,100,,,,,"[93.0, 89.0, 100.0]","[0.8522323908797828, 0.7399504987226733, 1.372497579999514]",94.0,0.9882268232006568
129401,388183,She is a wonder to be seen .,Ona je čudo da se vidi.,87,78,50,65.0,,,,"[87.0, 78.0, 65.0]","[0.6580798926727471, 0.4335816086897607, -0.033787627473899046]",76.66666666666667,0.3526246246295362
29531,88589,The cave which the beach is named after was destroyed in a 1930 hurricane .,Pećina po kojoj je plaža nazvana uništena je uraganom iz 1930. godine.,85,81,85,,,,,"[85.0, 81.0, 85.0]","[0.593362393270402, 0.5171367605169187, 0.9457790188754269]",83.66666666666667,0.6854260575542491
115230,345678,You know what I mean .,Znate što mislim.,100,97,95,,,,,"[100.0, 97.0, 95.0]","[1.078743638787991, 0.9627642369284279, 1.2302580596248185]",97.33333333333331,1.0905886451137456
71839,215512,Recliners are tacky .,Slučajevi su zahvalni.,0,1,0,,,,,"[0.0, 1.0, 0.0]","[-2.1571313313292686, -1.7110006215406275, -1.4722928274944005]",0.3333333333333333,-1.7801415934547655
94019,282049,The results couldn 't have been more perfect .,Rezultati nisu mogli biti savršeniji.,100,97,100,,,,,"[100.0, 97.0, 100.0]","[1.078743638787991, 0.9627642369284279, 1.372497579999514]",99.0,1.1380018185719776
84531,253587,The AMIGA models risk .,Modeli prijateljskih rizika.,20,2,0,,,,,"[20.0, 2.0, 0.0]","[-1.5099563373058167, -1.6831489042649082, -1.4722928274944005]",7.333333333333332,-1.555132689688375
78856,236562,She received a life sentence but didn 't deserve it .,"Dobila je doživotnu kaznu, ali je nije zaslužila.",95,96,100,,,,,"[95.0, 96.0, 100.0]","[0.9169498902821279, 0.9349125196527086, 1.372497579999514]",97.0,1.0747866633114498
100972,302908,The dog ignores her and does nothing .,Pas je ignorira i ništa ne čini.,95,97,90,,,,,"[95.0, 97.0, 90.0]","[0.9169498902821279, 0.9627642369284279, 1.0880185392501227]",94.0,0.9892442221535594
58435,175301,"Norplant , why ?",Norveška i zašto?,10,3,5,,,,,"[10.0, 3.0, 5.0]","[-1.8335438343175425, -1.6552971869891888, -1.330053307119705]",6.0,-1.6062981094754791
568,1702,There are people that let you rent their kilns to finish pieces at their shop .,Postoje ljudi koji vam dozvoljavaju da iznajmite svoje pećnice kako biste završili dijelove u njihovoj trgovini.,85,5,60,80.0,,,,"[85.0, 60.0, 80.0]","[0.593362393270402, 0.23458141700194826, 0.5790440851266627]",75.0,0.4689959651330043
85432,256290,The Sticks don 't notice what a lot of people do .,Sticke ne primjećuju što mnogi ljudi rade.,87,30,70,69.0,,,,"[87.0, 70.0, 69.0]","[0.6580798926727471, 0.5190604577513398, 0.12963416255291743]",75.33333333333333,0.4355915043256681
118379,355125,"No , you can 't use my credit card , i have a bad credit score","Ne, ne možete koristiti moju kreditnu karticu, imam loš kreditni rezultat",96,71,100,,,,,"[96.0, 71.0, 100.0]","[0.9493086399833005, 0.23861958775972542, 1.372497579999514]",89.0,0.8534752692475133
72255,216760,She started working recently .,Nedavno je počela raditi.,100,96,100,,,,,"[100.0, 96.0, 100.0]","[1.078743638787991, 0.9349125196527086, 1.372497579999514]",98.66666666666669,1.1287179128134046
108956,326856,I did bed throws for an exercise today .,Danas sam napravio krevet za vježbanje.,65,15,15,50.0,12.0,,,"[15.0, 15.0, 12.0]","[-1.3210765796805568, -1.0455742663703134, -1.0997176919310538]",14.0,-1.1554561793273077
123951,371835,The more expensive sombra seats will only get you some sun and no shade .,Više skupe sjedeće sjedište će vam dati samo malo sunca i bez sjene.,75,34,30,60.0,,,,"[34.0, 30.0, 60.0]","[-0.7918939514418897, -0.6188557052462261, -0.23806486500741963]",41.333333333333336,-0.5496048405651784
66099,198292,"No way , I did not !","Ne može, nisam to učinio!",82,36,80,90.0,,,,"[82.0, 80.0, 90.0]","[0.49628614416688416, 0.8035394985007313, 0.987598560193704]",84.0,0.7624747342871064
29322,87962,I stared wide eyed and unmoved .,Pogledao sam široko i nepomično.,75,45,50,,,,,"[75.0, 45.0, 50.0]","[0.269774896258676, -0.4855250614089771, -0.0498976237474432]",56.66666666666666,-0.08854926296591477
48542,145622,It was a mutual misunderstanding .,Bio je to uzajamni nesporazum.,95,88,100,,,,,"[95.0, 88.0, 100.0]","[0.9169498902821279, 0.7120987814469539, 1.372497579999514]",94.33333333333331,1.0005154172428652
75769,227302,taxpayers have no representation .,Porezni obveznici nisu zastupljeni.,95,89,100,,,,,"[95.0, 89.0, 100.0]","[0.9169498902821279, 0.7399504987226733, 1.372497579999514]",94.66666666666669,1.0097993230014384
71943,215824,"That 's all I have to say about that campout , I haven 't done anymore since .","To je sve što moram reći o tom kampu, nisam više učinio od tada.",95,76,50,50.0,32.0,26.0,72.0,"[95.0, 76.0, 72.0]","[0.9169498902821279, 0.37787817413832203, 0.42772313798528383]",81.0,0.5741837341352446
73729,221182,It involves making clay pots .,To uključuje izradu glinenih lonaca.,85,90,100,,,,,"[85.0, 90.0, 100.0]","[0.593362393270402, 0.7678022159983926, 1.372497579999514]",91.66666666666669,0.9112207297561028
119333,357985,The corrida is popular mostly among the Spanish .,Korida je popularna uglavnom među Španjolcima.,95,98,100,,,,,"[95.0, 98.0, 100.0]","[0.9169498902821279, 0.9906159542041473, 1.372497579999514]",97.66666666666669,1.0933544748285964
44781,134339,That 's why it has fallen off recently .,Zbog toga je nedavno pala.,80,65,25,85.0,,,,"[80.0, 65.0, 85.0]","[0.431568644764539, 0.07150928410540944, 0.7833213226601834]",76.66666666666667,0.4287997505100439
86905,260709,Have you watched Saturday Night Live every weekend ?,Jeste li gledali Saturday Night Live svaki vikend?,100,92,100,,,,,"[100.0, 92.0, 100.0]","[1.078743638787991, 0.8235056505498313, 1.372497579999514]",97.33333333333331,1.091582289779112
65723,197164,The carvings have weathered but are still visible .,"Cvjetovi su nestali, ali su još uvijek vidljivi.",35,8,30,,,,,"[35.0, 8.0, 30.0]","[-1.0245750917882277, -1.5160386006105921, -0.6188557052462261]",24.33333333333333,-1.053156465881682
121753,365243,A follower of White fell down after being hit with electricity .,Sljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članak,0,0,0,,,,,"[0.0, 0.0, 0.0]","[-2.1571313313292686, -1.7388523388163468, -1.4722928274944005]",0.0,-1.7894254992133387
121607,364805,Property can be acquired through forfeiture .,Nekretnina se može nabaviti zamrzavanjem.,80,50,10,50.0,,,,"[80.0, 50.0, 50.0]","[0.431568644764539, -0.34626647503038044, -0.6466193400744609]",60.0,-0.18710572344676746
110334,330990,The tiled floor is a modern design .,Krovni pod je moderan dizajn.,40,31,30,,,,,"[40.0, 31.0, 30.0]","[-0.8627813432823648, -0.8754491032690477, -0.6188557052462261]",33.666666666666664,-0.7856953839325462
2753,8257,They got broken bones along with the bruises .,Imao je slomljene kosti zajedno s modricama.,75,63,40,85.0,,,,"[75.0, 63.0, 85.0]","[0.269774896258676, 0.01580584955397079, 0.7833213226601834]",74.33333333333333,0.3563006894909433
1759,5275,The place was renamed to Lover 's Leap .,Mjesto je preimenovano u Lover's Leap.,100,90,100,,,,,"[100.0, 90.0, 100.0]","[1.078743638787991, 0.7678022159983926, 1.372497579999514]",96.66666666666669,1.073014478261966
50001,149999,Lee 's biography of Woolf really shows us who she was .,Leejeva biografija Woolfa zapravo nam pokazuje tko je ona bila.,90,89,70,,,,,"[90.0, 89.0, 70.0]","[0.7551561417762649, 0.7399504987226733, 0.5190604577513398]",83.0,0.6713890327500925
20287,60857,There is an act named the Clear Skies Act .,Postoji zakon koji se zove Clear Skies Act.,100,93,80,,,,,"[100.0, 93.0, 80.0]","[1.078743638787991, 0.8513573678255506, 0.8035394985007313]",91.0,0.9112135017047576
13101,39299,The altar is made out of sandstone .,Oltar je izrađen od pijeska.,48,68,80,60.0,,,,"[68.0, 80.0, 60.0]","[0.1550644359325674, 0.8035394985007313, -0.23806486500741963]",69.33333333333333,0.24017968980862636
118240,354708,I was so surprised that I dropped the phone .,Bio sam toliko iznenađen da sam spustio telefon.,85,71,60,,,,,"[85.0, 71.0, 60.0]","[0.593362393270402, 0.23861958775972542, 0.23458141700194826]",72.0,0.3555211326773586
26956,80864,I hope it 's bad .,Nadam se da je loše.,100,87,100,,,,,"[100.0, 87.0, 100.0]","[1.078743638787991, 0.6842470641712346, 1.372497579999514]",95.66666666666669,1.0451627609862466
18992,56972,The three absorbers are retrofit .,Sva tri sustava su retrofit.,55,16,0,30.0,,,,"[16.0, 0.0, 30.0]","[-1.2932248624048375, -1.4722928274944005, -1.4637282902085433]",15.333333333333336,-1.4097486600359268
40086,120254,LSU was my top choice .,LSU je bio moj glavni izbor.,80,89,100,,,,,"[80.0, 89.0, 100.0]","[0.431568644764539, 0.7399504987226733, 1.372497579999514]",89.66666666666669,0.8480055744955756
122652,367938,Plant again in August .,U kolovozu ponovno biljka.,65,9,25,40.0,11.0,,,"[25.0, 40.0, 11.0]","[-0.7610952256209219, -1.055173815141502, -1.1324336484494322]",25.33333333333333,-0.9829008964039521
127187,381543,I 'll probably see it next week .,Vjerojatno ću to vidjeti sljedeći tjedan.,87,86,90,,,,,"[87.0, 86.0, 90.0]","[0.6580798926727471, 0.6563953468955153, 1.0880185392501227]",87.66666666666669,0.8008312596061283
106967,320891,The end is near .,Kraj je blizu.,100,99,100,,,,,"[100.0, 99.0, 100.0]","[1.078743638787991, 1.0184676714798666, 1.372497579999514]",99.66666666666669,1.156569630089124
89836,269500,Texas .,U Teksasu,48,89,60,70.0,,,,"[48.0, 60.0, 70.0]","[-0.603911345672984, 0.23458141700194826, 0.17048961005962154]",59.33333333333334,-0.06628010620380474
121479,364421,Do you know who plays the mother ?,Znate li tko igra majku?,100,82,50,85.0,,,,"[100.0, 82.0, 85.0]","[1.078743638787991, 0.544988477792638, 0.7833213226601834]",89.0,0.8023511464136042
130025,390053,The door was of lighter construct .,Vrata su bila lakše izgrađena.,76,81,40,80.0,,,,"[76.0, 81.0, 80.0]","[0.3021336459598486, 0.5171367605169187, 0.5790440851266627]",79.0,0.4661048305344767
27116,81344,"There are men who cannot forget , and some who seem to want to remember .","Postoje ljudi koji ne mogu zaboraviti, a neki koji se čini da se žele sjetiti.",84,78,60,,,,,"[84.0, 78.0, 60.0]","[0.5610036435692294, 0.4335816086897607, 0.23458141700194826]",74.0,0.4097222230869795
46819,140453,I most definitely can do that .,Ja to definitivno mogu učiniti.,93,93,80,,,,,"[93.0, 93.0, 80.0]","[0.8522323908797828, 0.8513573678255506, 0.8035394985007313]",88.66666666666669,0.8357097524020215
85243,255723,The idea was thought up by a mathematician .,Ideju je izmislio jedan matematičar.,95,95,85,,,,,"[95.0, 95.0, 85.0]","[0.9169498902821279, 0.9070608023769893, 0.9457790188754269]",91.66666666666669,0.9232632371781814
2241,6721,The alternative I use is interesting .,Alternativa koju koristimo je zanimljiva.,88,81,75,,,,,"[88.0, 81.0, 75.0]","[0.6904386423739197, 0.5171367605169187, 0.6612999781260355]",81.33333333333333,0.6229584603389579
113852,341544,He encouraged my brother and I to try out in the Olympics .,On je ohrabrio mog brata i mene da probamo na Olimpijskim igrama.,85,79,70,,,,,"[85.0, 79.0, 70.0]","[0.593362393270402, 0.46143332596548003, 0.5190604577513398]",78.0,0.5246187256624072
93513,280531,The rugs are hideous !,Sljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći!,0,0,0,,,,,"[0.0, 0.0, 0.0]","[-2.1571313313292686, -1.7388523388163468, -1.4722928274944005]",0.0,-1.7894254992133387
12579,37733,There has been no effort to refurbish the Rouen area .,Nije bilo napora da se obnovi područje Rouen.,78,83,100,,,,,"[78.0, 83.0, 100.0]","[0.3668511453621938, 0.5728401950683574, 1.372497579999514]",87.0,0.7707296401433551
